Group,HomePlanet,CryoSleep,Deck,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
2272,1.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2273,1.0,0.0,5.0,1.0,22.0,0.0,0.0,0.0,0.0,10.0,778.0,False
2274,2.0,1.0,3.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2274,2.0,1.0,3.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2275,3.0,0.0,6.0,2.0,36.0,0.0,241.0,0.0,670.0,0.0,0.0,False
2277,1.0,0.0,7.0,1.0,19.0,0.0,26.0,313.0,470.0,0.0,0.0,False
2278,2.0,1.0,3.0,3.0,18.0,0.0,0.0,0.0,151.0,0.0,0.0,True
2279,2.0,0.0,2.0,3.0,47.0,0.0,0.0,140.0,151.0,85.0,3970.0,False
2280,2.0,0.0,2.0,1.0,18.0,0.0,20.0,1064.0,0.0,0.0,11643.0,False
2281,1.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2282,1.0,0.0,6.0,1.0,20.0,0.0,0.0,544.0,1.0,0.0,378.0,False
2284,3.0,0.0,6.0,1.0,18.0,0.0,262.0,302.0,1127.0,4225.0,0.0,False
2287,1.0,0.0,6.0,1.0,37.0,0.0,0.0,1.0,0.0,219.0,138.0,False
2288,1.0,0.0,5.0,1.0,22.0,0.0,12.0,746.0,802.0,58.0,0.0,False
2289,3.0,0.0,6.0,1.0,37.0,0.0,20.0,0.0,2559.0,20.0,0.0,True
2291,1.0,0.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,142.0,0.0,False
2291,1.0,0.0,7.0,1.0,36.0,0.0,3.0,0.0,435.0,8.0,277.0,False
2291,1.0,0.0,6.0,3.0,46.0,0.0,426.0,37.0,0.0,0.0,568.0,False
2295,1.0,0.0,6.0,1.0,75.0,0.0,0.0,0.0,1224.0,142.0,1769.0,False
2295,1.0,0.0,6.0,1.0,37.0,0.0,0.0,8.0,70.0,360.0,258.0,False
2296,1.0,1.0,7.0,1.0,22.0,0.0,0.0,0.0,133.0,0.0,0.0,True
2298,1.0,0.0,6.0,2.0,33.0,0.0,270.0,412.0,1.0,142.0,5.0,False
2299,3.0,0.0,6.0,1.0,35.0,0.0,174.0,0.0,381.0,0.0,62.0,False
2300,2.0,0.0,3.0,3.0,19.0,0.0,0.0,1501.0,0.0,0.0,8195.0,False
2300,2.0,0.0,3.0,3.0,34.0,0.0,0.0,22.0,151.0,3028.0,3768.0,False
2301,1.0,0.0,6.0,1.0,23.0,0.0,1010.0,0.0,33.0,10.0,0.0,True
2301,1.0,0.0,7.0,3.0,37.0,0.0,1508.0,137.0,0.0,1.0,0.0,False
2301,1.0,0.0,6.0,3.0,24.0,0.0,1367.0,0.0,1.0,0.0,0.0,False
2302,2.0,0.0,1.0,1.0,54.0,1.0,0.0,3381.0,0.0,4463.0,34.0,False
2303,3.0,0.0,6.0,3.0,52.0,0.0,1377.0,0.0,32.0,22.0,0.0,True
2305,1.0,1.0,7.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2306,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2306,2.0,0.0,3.0,1.0,22.0,0.0,0.0,297.0,3.0,676.0,2924.0,False
2306,2.0,0.0,3.0,3.0,27.0,0.0,0.0,12077.0,0.0,75.0,0.0,True
2306,2.0,1.0,3.0,3.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2306,2.0,0.0,3.0,3.0,47.0,0.0,1320.0,428.0,4.0,24.0,0.0,False
2308,2.0,1.0,4.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2308,2.0,0.0,4.0,3.0,49.0,0.0,9.0,2426.0,95.0,1249.0,168.0,False
2308,2.0,0.0,4.0,1.0,33.0,0.0,0.0,2012.0,1.0,9124.0,4.0,False
2308,2.0,0.0,4.0,1.0,67.0,0.0,0.0,4715.0,0.0,599.0,6.0,True
2309,1.0,1.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2310,2.0,1.0,4.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2310,2.0,1.0,4.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2310,2.0,0.0,4.0,1.0,59.0,0.0,0.0,2210.0,0.0,4085.0,11.0,False
2310,2.0,1.0,4.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2311,1.0,0.0,7.0,1.0,33.0,0.0,0.0,763.0,1.0,66.0,84.0,False
2312,1.0,1.0,7.0,1.0,28.0,0.0,0.0,0.0,187.0,0.0,0.0,False
2313,3.0,0.0,6.0,1.0,29.0,0.0,1365.0,0.0,791.0,210.0,0.0,False
2314,1.0,1.0,7.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2315,2.0,1.0,2.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2316,1.0,1.0,7.0,2.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2317,1.0,0.0,7.0,1.0,39.0,0.0,0.0,454.0,0.0,454.0,0.0,False
2318,1.0,0.0,6.0,1.0,18.0,0.0,128.0,37.0,626.0,0.0,5.0,False
2319,1.0,1.0,7.0,2.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2321,1.0,1.0,7.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2325,1.0,1.0,7.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2327,2.0,0.0,2.0,1.0,32.0,0.0,0.0,4106.0,388.0,892.0,2.0,True
2329,3.0,1.0,6.0,1.0,29.0,0.0,0.0,54.0,0.0,0.0,0.0,True
2332,1.0,0.0,6.0,1.0,21.0,0.0,556.0,0.0,20.0,1589.0,0.0,False
2333,3.0,0.0,5.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2336,2.0,1.0,1.0,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2336,2.0,0.0,1.0,1.0,44.0,1.0,1409.0,910.0,17.0,1452.0,3782.0,False
2338,1.0,1.0,7.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2338,1.0,0.0,6.0,1.0,26.0,0.0,14.0,0.0,0.0,857.0,0.0,False
2339,3.0,0.0,6.0,1.0,46.0,0.0,1290.0,0.0,57.0,0.0,0.0,False
2340,1.0,0.0,6.0,2.0,24.0,0.0,0.0,0.0,648.0,0.0,0.0,False
2341,1.0,0.0,6.0,1.0,15.0,0.0,0.0,785.0,0.0,0.0,0.0,True
2345,1.0,1.0,7.0,2.0,53.0,0.0,0.0,137.0,0.0,0.0,0.0,False
2347,1.0,0.0,6.0,3.0,28.0,0.0,613.0,22.0,0.0,0.0,0.0,False
2347,1.0,1.0,7.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2347,1.0,1.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2347,1.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2347,1.0,1.0,7.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2347,1.0,0.0,7.0,3.0,31.0,0.0,1.0,137.0,2.0,605.0,0.0,False
2347,1.0,0.0,7.0,1.0,9.0,0.0,137.0,0.0,0.0,0.0,0.0,False
2348,2.0,0.0,4.0,3.0,44.0,1.0,0.0,1223.0,78.0,1418.0,1239.0,False
2349,1.0,0.0,7.0,1.0,35.0,0.0,0.0,722.0,0.0,0.0,185.0,False
2353,1.0,0.0,7.0,1.0,30.0,0.0,27.0,5412.0,86.0,142.0,0.0,True
2353,1.0,0.0,6.0,3.0,13.0,0.0,880.0,0.0,0.0,0.0,0.0,False
2356,3.0,0.0,4.0,1.0,45.0,1.0,773.0,82.0,0.0,6.0,0.0,False
2356,3.0,1.0,4.0,1.0,4.0,0.0,0.0,54.0,0.0,0.0,0.0,True
2356,3.0,1.0,4.0,1.0,21.0,0.0,0.0,54.0,0.0,0.0,0.0,True
2357,1.0,0.0,5.0,1.0,20.0,0.0,0.0,409.0,994.0,215.0,0.0,False
2360,1.0,1.0,7.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2361,1.0,1.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2361,1.0,0.0,6.0,1.0,29.0,0.0,0.0,0.0,792.0,0.0,0.0,True
2363,2.0,0.0,3.0,1.0,28.0,0.0,2416.0,8926.0,41.0,1.0,462.0,True
2364,1.0,0.0,7.0,1.0,44.0,0.0,0.0,4.0,6.0,864.0,33.0,True
2365,2.0,1.0,4.0,1.0,50.0,0.0,0.0,0.0,151.0,0.0,0.0,True
2366,3.0,1.0,6.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2367,1.0,0.0,6.0,1.0,19.0,0.0,0.0,0.0,1.0,644.0,0.0,False
2368,3.0,0.0,5.0,1.0,22.0,0.0,579.0,0.0,267.0,0.0,108.0,False
2369,1.0,0.0,6.0,1.0,30.0,0.0,3.0,0.0,880.0,0.0,40.0,False
2373,2.0,0.0,4.0,1.0,36.0,0.0,0.0,4756.0,0.0,7818.0,96.0,False
2374,3.0,0.0,5.0,1.0,20.0,0.0,464.0,0.0,1432.0,0.0,0.0,True
2375,1.0,0.0,7.0,3.0,22.0,0.0,0.0,0.0,659.0,94.0,0.0,True
2376,1.0,0.0,6.0,3.0,22.0,0.0,0.0,30.0,0.0,0.0,673.0,False
2377,2.0,1.0,3.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2379,1.0,0.0,6.0,1.0,35.0,0.0,194.0,0.0,678.0,0.0,0.0,False
2382,1.0,0.0,6.0,3.0,41.0,0.0,0.0,33.0,0.0,1324.0,0.0,False
2384,1.0,1.0,7.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2384,1.0,1.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2384,1.0,0.0,7.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2384,1.0,0.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2384,1.0,1.0,7.0,1.0,17.0,0.0,0.0,0.0,0.0,142.0,0.0,False
2384,1.0,0.0,7.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2384,1.0,1.0,7.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2385,3.0,0.0,6.0,1.0,23.0,0.0,1773.0,0.0,78.0,0.0,3.0,False
2387,1.0,0.0,5.0,1.0,58.0,0.0,137.0,400.0,0.0,690.0,490.0,True
2389,1.0,0.0,7.0,1.0,22.0,0.0,0.0,46.0,0.0,676.0,0.0,False
2390,1.0,0.0,7.0,1.0,24.0,0.0,0.0,0.0,133.0,59.0,4120.0,False
2391,1.0,0.0,5.0,1.0,20.0,0.0,768.0,19.0,0.0,1.0,0.0,False
2392,1.0,1.0,7.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2395,1.0,0.0,7.0,1.0,49.0,0.0,712.0,1.0,0.0,0.0,138.0,False
2396,1.0,0.0,5.0,1.0,46.0,0.0,0.0,557.0,0.0,287.0,781.0,False
2396,1.0,0.0,7.0,1.0,30.0,0.0,854.0,0.0,30.0,0.0,0.0,False
2397,1.0,0.0,7.0,3.0,36.0,0.0,0.0,810.0,0.0,0.0,0.0,False
2398,1.0,0.0,6.0,1.0,21.0,0.0,0.0,780.0,44.0,0.0,5.0,False
2399,3.0,0.0,5.0,1.0,25.0,1.0,854.0,0.0,319.0,0.0,0.0,False
2401,1.0,1.0,7.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2402,1.0,1.0,7.0,1.0,13.0,0.0,0.0,0.0,133.0,0.0,0.0,False
2403,1.0,0.0,7.0,1.0,25.0,0.0,7.0,0.0,0.0,877.0,0.0,False
2404,2.0,0.0,3.0,1.0,29.0,0.0,0.0,544.0,7.0,2650.0,1561.0,False
2404,2.0,1.0,3.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2404,2.0,0.0,3.0,3.0,36.0,0.0,828.0,5553.0,130.0,47.0,1171.0,True
2404,2.0,1.0,3.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2406,3.0,1.0,6.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2409,1.0,0.0,6.0,3.0,22.0,0.0,292.0,395.0,0.0,0.0,3.0,False
2409,1.0,1.0,7.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2410,1.0,1.0,7.0,1.0,43.0,0.0,0.0,0.0,133.0,0.0,0.0,True
2411,1.0,0.0,6.0,1.0,29.0,0.0,19.0,2115.0,17.0,142.0,0.0,True
2412,1.0,1.0,7.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2413,1.0,1.0,7.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2414,2.0,0.0,8.0,1.0,42.0,0.0,0.0,1829.0,2.0,3133.0,2447.0,False
2416,1.0,0.0,7.0,1.0,43.0,0.0,9.0,0.0,1079.0,0.0,729.0,False
2417,1.0,0.0,7.0,1.0,32.0,0.0,11.0,31.0,0.0,836.0,9.0,False
2419,1.0,1.0,7.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2423,1.0,1.0,7.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2424,1.0,0.0,7.0,1.0,34.0,0.0,34.0,223.0,1559.0,0.0,0.0,True
2426,3.0,1.0,6.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2426,3.0,1.0,6.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2427,2.0,1.0,2.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2429,1.0,0.0,6.0,1.0,17.0,0.0,112.0,56.0,332.0,0.0,606.0,False
2431,1.0,0.0,6.0,1.0,13.0,0.0,0.0,2.0,0.0,566.0,208.0,False
2432,1.0,0.0,6.0,1.0,19.0,0.0,0.0,0.0,79.0,142.0,0.0,False
2433,2.0,1.0,3.0,1.0,32.0,0.0,0.0,0.0,0.0,848.0,0.0,True
2435,1.0,0.0,6.0,1.0,33.0,0.0,4.0,0.0,28.0,0.0,2757.0,False
2436,1.0,0.0,6.0,1.0,21.0,0.0,759.0,0.0,0.0,142.0,40.0,False
2438,3.0,1.0,6.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2439,1.0,0.0,6.0,1.0,24.0,0.0,227.0,537.0,13.0,0.0,0.0,True
2441,1.0,0.0,6.0,3.0,17.0,0.0,0.0,11.0,493.0,0.0,372.0,False
2444,1.0,0.0,6.0,3.0,43.0,0.0,6.0,236.0,3.0,448.0,54.0,False
2445,1.0,0.0,5.0,1.0,43.0,0.0,602.0,3.0,27.0,89.0,69.0,False
2446,1.0,0.0,6.0,1.0,33.0,0.0,0.0,0.0,661.0,0.0,94.0,True
2449,3.0,1.0,6.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2449,3.0,1.0,5.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2449,3.0,1.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2451,1.0,1.0,7.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2452,1.0,0.0,6.0,3.0,42.0,0.0,526.0,2.0,28.0,161.0,138.0,False
2453,3.0,1.0,5.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2454,1.0,0.0,6.0,1.0,19.0,0.0,0.0,0.0,0.0,157.0,644.0,False
2455,3.0,0.0,6.0,1.0,42.0,0.0,554.0,0.0,1168.0,0.0,275.0,False
2456,1.0,1.0,7.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2457,1.0,1.0,7.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2458,1.0,0.0,6.0,1.0,21.0,0.0,31.0,93.0,578.0,0.0,0.0,True
2460,1.0,1.0,7.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2461,1.0,1.0,7.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2463,1.0,0.0,5.0,1.0,48.0,0.0,58.0,0.0,12.0,142.0,0.0,False
2466,1.0,0.0,6.0,1.0,42.0,0.0,137.0,1.0,61.0,897.0,0.0,False
2467,3.0,0.0,4.0,1.0,42.0,0.0,999.0,0.0,49.0,0.0,11.0,False
2470,1.0,0.0,7.0,1.0,23.0,0.0,139.0,0.0,0.0,567.0,0.0,False
2470,1.0,0.0,7.0,1.0,26.0,0.0,0.0,137.0,0.0,543.0,138.0,False
2471,1.0,0.0,7.0,1.0,45.0,0.0,0.0,0.0,450.0,94.0,364.0,False
2472,1.0,0.0,5.0,1.0,30.0,0.0,756.0,4.0,30.0,0.0,0.0,False
2474,3.0,1.0,6.0,1.0,36.0,0.0,0.0,0.0,308.0,0.0,0.0,True
2477,2.0,1.0,3.0,1.0,21.0,0.0,0.0,1501.0,0.0,0.0,0.0,True
2477,2.0,1.0,3.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2478,1.0,1.0,7.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2479,1.0,1.0,7.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2480,1.0,0.0,6.0,3.0,41.0,0.0,682.0,0.0,0.0,0.0,17.0,False
2483,1.0,0.0,6.0,3.0,35.0,0.0,2594.0,195.0,0.0,0.0,0.0,False
2486,1.0,0.0,6.0,1.0,26.0,0.0,552.0,192.0,30.0,0.0,1.0,False
2486,1.0,0.0,6.0,1.0,17.0,0.0,584.0,738.0,54.0,0.0,621.0,False
2488,3.0,0.0,4.0,1.0,69.0,0.0,4483.0,0.0,525.0,0.0,500.0,False
2489,2.0,1.0,2.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2491,1.0,0.0,7.0,2.0,25.0,0.0,2.0,2762.0,552.0,0.0,1391.0,False
2492,3.0,1.0,6.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2496,1.0,0.0,6.0,1.0,25.0,0.0,64.0,0.0,0.0,660.0,0.0,False
2498,1.0,0.0,5.0,1.0,14.0,0.0,148.0,0.0,34.0,808.0,0.0,False
2499,2.0,1.0,3.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2500,1.0,0.0,7.0,1.0,22.0,0.0,272.0,44.0,0.0,1064.0,418.0,False
2502,1.0,0.0,7.0,1.0,24.0,0.0,873.0,12.0,1.0,0.0,3.0,False
2503,3.0,0.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2505,1.0,0.0,5.0,1.0,19.0,0.0,0.0,5.0,4.0,541.0,238.0,False
2506,2.0,0.0,1.0,3.0,38.0,0.0,0.0,2506.0,46.0,11001.0,5.0,False
2506,2.0,1.0,1.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2506,2.0,0.0,1.0,3.0,23.0,0.0,36.0,2467.0,0.0,381.0,803.0,False
2508,2.0,1.0,4.0,3.0,57.0,0.0,0.0,1501.0,0.0,0.0,0.0,True
2508,2.0,1.0,4.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2509,1.0,0.0,6.0,1.0,43.0,0.0,0.0,9.0,1145.0,0.0,0.0,False
2510,3.0,0.0,6.0,1.0,28.0,0.0,34.0,0.0,1342.0,91.0,0.0,True
2512,2.0,0.0,3.0,3.0,33.0,0.0,0.0,8759.0,0.0,2788.0,4513.0,False
2512,2.0,1.0,3.0,3.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2515,2.0,0.0,2.0,3.0,28.0,1.0,2.0,2144.0,0.0,435.0,5872.0,False
2515,2.0,1.0,2.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2516,1.0,0.0,7.0,3.0,29.0,0.0,75.0,17.0,0.0,211.0,506.0,False
2518,2.0,1.0,3.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2518,2.0,1.0,3.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2519,1.0,0.0,6.0,1.0,24.0,0.0,172.0,775.0,344.0,0.0,0.0,True
2520,2.0,0.0,3.0,1.0,59.0,0.0,0.0,5407.0,0.0,285.0,1135.0,False
2523,2.0,1.0,2.0,3.0,23.0,0.0,0.0,0.0,151.0,0.0,0.0,True
2524,2.0,1.0,4.0,3.0,27.0,0.0,0.0,0.0,0.0,848.0,0.0,True
2526,2.0,1.0,2.0,3.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2528,3.0,0.0,6.0,1.0,48.0,0.0,639.0,412.0,110.0,0.0,0.0,True
2530,3.0,0.0,6.0,1.0,25.0,0.0,1734.0,1.0,189.0,1.0,0.0,False
2531,1.0,1.0,7.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2532,3.0,0.0,6.0,1.0,24.0,0.0,737.0,37.0,1682.0,0.0,0.0,False
2532,3.0,1.0,6.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2534,2.0,0.0,2.0,3.0,20.0,0.0,0.0,646.0,0.0,848.0,1425.0,False
2534,2.0,1.0,2.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2535,1.0,1.0,7.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2537,1.0,0.0,5.0,2.0,23.0,0.0,0.0,9.0,292.0,35.0,349.0,True
2540,3.0,0.0,5.0,1.0,24.0,0.0,345.0,0.0,451.0,0.0,582.0,False
2542,3.0,0.0,5.0,1.0,29.0,0.0,834.0,0.0,28.0,117.0,41.0,False
2544,2.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2544,2.0,0.0,2.0,1.0,42.0,0.0,41.0,1912.0,0.0,1899.0,43.0,False
2545,1.0,1.0,7.0,3.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2546,1.0,0.0,6.0,1.0,36.0,0.0,548.0,179.0,24.0,0.0,77.0,False
2547,2.0,0.0,1.0,3.0,41.0,0.0,0.0,12809.0,2.0,2835.0,1514.0,True
2548,1.0,0.0,7.0,1.0,18.0,0.0,852.0,48.0,0.0,7.0,0.0,False
2549,3.0,0.0,6.0,1.0,62.0,0.0,1663.0,0.0,23.0,2.0,12.0,False
2549,3.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2549,3.0,0.0,6.0,1.0,55.0,0.0,1281.0,0.0,7.0,1.0,0.0,False
2550,1.0,1.0,7.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2551,1.0,0.0,6.0,1.0,32.0,0.0,238.0,156.0,3.0,2.0,324.0,False
2552,1.0,0.0,6.0,1.0,19.0,0.0,0.0,1124.0,4.0,0.0,0.0,True
2552,1.0,0.0,7.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,138.0,True
2552,1.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2553,2.0,1.0,4.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2555,2.0,1.0,2.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2555,2.0,1.0,2.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2557,2.0,1.0,3.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2558,3.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2558,3.0,0.0,6.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2558,3.0,0.0,6.0,1.0,55.0,0.0,403.0,0.0,922.0,0.0,0.0,True
2558,3.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2560,1.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2560,1.0,0.0,7.0,1.0,21.0,0.0,882.0,0.0,0.0,142.0,0.0,False
2560,1.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2561,1.0,0.0,5.0,1.0,19.0,0.0,194.0,44.0,0.0,549.0,1.0,False
2562,3.0,1.0,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2562,3.0,0.0,6.0,1.0,20.0,0.0,2502.0,0.0,96.0,0.0,0.0,False
2564,2.0,0.0,5.0,1.0,42.0,0.0,2.0,3024.0,0.0,89.0,10.0,True
2565,3.0,1.0,6.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2565,3.0,0.0,5.0,1.0,32.0,0.0,598.0,0.0,138.0,0.0,624.0,False
2571,1.0,0.0,7.0,1.0,28.0,0.0,145.0,8.0,557.0,0.0,74.0,True
2572,2.0,1.0,3.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2572,2.0,1.0,3.0,3.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,True
2573,2.0,1.0,3.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2574,1.0,0.0,6.0,1.0,42.0,0.0,10.0,303.0,12.0,0.0,478.0,False
2578,1.0,0.0,6.0,1.0,18.0,0.0,1153.0,0.0,0.0,1409.0,195.0,False
2580,1.0,0.0,7.0,1.0,24.0,0.0,19.0,676.0,0.0,26.0,0.0,False
2581,1.0,0.0,5.0,1.0,20.0,0.0,496.0,20.0,16.0,0.0,254.0,False
2581,1.0,0.0,6.0,1.0,22.0,0.0,26.0,0.0,0.0,0.0,733.0,False
2582,1.0,0.0,7.0,1.0,22.0,0.0,98.0,0.0,46.0,641.0,0.0,False
2584,1.0,0.0,7.0,2.0,21.0,0.0,0.0,0.0,133.0,0.0,0.0,False
2588,1.0,0.0,7.0,1.0,28.0,0.0,4.0,166.0,743.0,0.0,0.0,True
2589,2.0,1.0,3.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2589,2.0,1.0,3.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2589,2.0,0.0,3.0,1.0,26.0,0.0,0.0,8150.0,0.0,3508.0,99.0,False
2589,2.0,0.0,3.0,1.0,30.0,1.0,0.0,632.0,0.0,673.0,2272.0,False
2589,2.0,1.0,3.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2590,1.0,0.0,7.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2590,1.0,0.0,7.0,1.0,45.0,0.0,406.0,148.0,285.0,0.0,0.0,False
2590,1.0,1.0,7.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2591,1.0,0.0,6.0,2.0,18.0,0.0,9.0,419.0,0.0,201.0,7.0,False
2591,1.0,0.0,7.0,1.0,23.0,0.0,0.0,121.0,0.0,568.0,128.0,False
2592,3.0,0.0,4.0,1.0,29.0,1.0,803.0,0.0,0.0,58.0,0.0,False
2592,3.0,0.0,4.0,1.0,18.0,0.0,1102.0,9.0,2628.0,0.0,0.0,False
2593,1.0,0.0,7.0,1.0,28.0,0.0,804.0,2.0,13.0,0.0,62.0,False
2594,2.0,1.0,2.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2595,3.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
